magasin_id,taille,urbain,qualite_equipe,n_potentiel,mois,effet_saison_val,p_visite,nb_visites,ventes,panier_moyen,pub,log_rev_int,posts_reseaux
45,grand,1,0,500,4,0.04,0.49,258,13298.48589830719,51.544518985686786,0,3.2807973670745927,1.0897854709436259
45,grand,1,0,500,5,0.08,0.53,260,12916.534986435052,49.67898071705789,0,3.25165545304065,1.0897854709436259
45,grand,1,0,500,6,0.08,0.53,264,13434.161768334898,50.886976395207945,0,3.2909480290423225,1.0897854709436259
45,grand,1,0,500,7,0.08,0.53,254,12604.620573022266,49.62449044496955,0,3.2272106394395372,1.0897854709436259
45,grand,1,0,500,8,0.04,0.49,252,12884.659507764532,51.12960122128783,0,3.2491845988408836,1.0897854709436259
45,grand,1,0,500,9,0.0,0.45,232,11564.064723994272,49.84510656894083,0,3.1410496017231373,1.0897854709436259
45,grand,1,0,500,10,-0.04,0.41000000000000003,205,10096.264812773074,49.25007225742963,0,3.0053127154891697,1.0897854709436259
45,grand,1,0,500,11,0.04,0.49,246,12184.125917790285,49.52896714548896,0,3.1932811307834386,1.0897854709436259
45,grand,1,0,500,12,0.08,0.53,251,12606.906553500496,50.226719336655364,0,3.2273919835106852,1.0897854709436259
45,grand,1,0,500,13,-0.04,0.41000000000000003,199,10162.199070390128,51.066326986885066,0,3.0118220432257083,1.0897854709436259
45,grand,1,0,500,14,-0.04,0.41000000000000003,189,9356.323464142422,49.50435695313451,0,2.9291996015938704,1.0897854709436259
45,grand,1,0,500,15,0.0,0.45,208,10939.88362532062,52.59559435250298,0,3.085562339957953,1.0897854709436259
45,grand,1,0,500,16,0.04,0.49,242,12002.891268462981,49.59872424984703,0,3.1782947403653785,1.0897854709436259
45,grand,1,0,500,17,0.08,0.53,245,12079.242305256515,49.303029817373535,0,3.1846356480246483,1.0897854709436259
45,grand,1,0,500,18,0.08,0.53,273,13518.711567527027,49.51908999094149,0,3.2972219483737604,1.0897854709436259
45,grand,1,0,500,19,0.08,0.53,291,13982.314584585307,48.04919101232064,0,3.3309404676517698,1.0897854709436259
45,grand,1,0,500,20,0.04,0.49,246,12229.726834553094,49.71433672582558,0,3.1970167943229986,1.0897854709436259
45,grand,1,0,500,21,0.0,0.45,217,11205.844918523422,51.639838334209315,0,3.109582690460696,1.0897854709436259
45,grand,1,0,500,22,-0.04,0.41000000000000003,230,12001.012801029396,52.178316526214765,0,3.1781382268722416,1.0897854709436259
45,grand,1,0,500,23,0.04,0.49,253,12805.79611813338,50.61579493333352,0,3.2430450707218674,1.0897854709436259
45,grand,1,0,500,24,0.08,0.53,269,13269.333270636236,49.32837647076668,0,3.2786027842835876,1.0897854709436259
46,petit,0,0,30,1,-0.04,0.31,10,536.9082721523981,53.690827215239814,1,2.8846298828974417,-0.6592065633567373
46,petit,0,0,30,2,-0.04,0.31,9,483.5722518893343,53.730250209926034,1,2.7800033572051057,-0.6592065633567373
46,petit,0,0,30,3,0.0,0.35,6,356.07588289875827,59.345980483126375,1,2.4739464806857394,-0.6592065633567373
46,petit,0,0,30,4,0.04,0.39,12,734.022172157174,61.168514346431174,1,3.197341853794731,-0.6592065633567373
46,petit,0,0,30,5,0.08,0.43000000000000005,12,719.9562763613586,59.99635636344655,1,3.177993101228079,-0.6592065633567373
46,petit,0,0,30,6,0.08,0.43000000000000005,14,762.9046149302852,54.49318678073466,1,3.235935628609971,-0.6592065633567373
46,petit,0,0,30,7,0.08,0.43000000000000005,12,687.1631966149013,57.26359971790844,1,3.1313744320075307,-0.6592065633567373
46,petit,0,0,30,8,0.04,0.39,11,577.71693893973,52.51972172179364,1,2.957886642037993,-0.6592065633567373
46,petit,0,0,30,9,0.0,0.35,7,406.6178421537417,58.08826316482025,1,2.606676399911541,-0.6592065633567373
46,petit,0,0,30,10,-0.04,0.31,11,632.6801663447798,57.51637875861634,1,3.048767646353974,-0.6592065633567373
46,petit,0,0,30,11,0.04,0.39,16,915.6498399293587,57.22811499558492,1,3.418436639108382,-0.6592065633567373
46,petit,0,0,30,12,0.08,0.43000000000000005,11,490.08326749772834,44.55302431797531,1,2.7933779286742597,-0.6592065633567373
46,petit,0,0,30,13,-0.04,0.31,12,682.0304483498855,56.83587069582379,1,3.123876920859037,-0.6592065633567373
46,petit,0,0,30,14,-0.04,0.31,8,411.95015930831903,51.49376991353988,1,2.619704987816978,-0.6592065633567373
46,petit,0,0,30,15,0.0,0.35,9,493.2524455062995,54.80582727847772,1,2.7998237211731336,-0.6592065633567373
46,petit,0,0,30,16,0.04,0.39,8,445.4600212584875,55.682502657310934,1,2.6979101221837327,-0.6592065633567373
46,petit,0,0,30,17,0.08,0.43000000000000005,16,823.7706569784364,51.48566606115227,1,3.312694780596972,-0.6592065633567373
46,petit,0,0,30,18,0.08,0.43000000000000005,14,831.2298428471984,59.37356020337131,1,3.3217089608075137,-0.6592065633567373
46,petit,0,0,30,19,0.08,0.43000000000000005,15,808.2209948536772,53.88139965691182,1,3.2936381479445878,-0.6592065633567373
46,petit,0,0,30,20,0.04,0.39,13,720.0229698273876,55.386382294414425,1,3.1780857323771086,-0.6592065633567373
46,petit,0,0,30,21,0.0,0.35,10,508.0456287531797,50.80456287531797,1,2.829373882262993,-0.6592065633567373
46,petit,0,0,30,22,-0.04,0.31,10,511.8357555273614,51.183575552736144,1,2.8368064019276162,-0.6592065633567373
46,petit,0,0,30,23,0.04,0.39,9,530.3421438251844,58.926904869464934,1,2.872324970990552,-0.6592065633567373
46,petit,0,0,30,24,0.08,0.43000000000000005,7,421.3711375258218,60.19587678940311,1,2.642316625491878,-0.6592065633567373
47,petit,1,1,30,1,-0.04,0.61,16,876.8272589146839,54.80170368216774,0,3.375112623138992,0.2323880966220701
47,petit,1,1,30,2,-0.04,0.61,16,794.0227650962325,49.626422818514534,0,3.275914750579798,0.2323880966220701
47,petit,1,1,30,3,0.0,0.65,22,1112.0187569847737,50.54630713567153,0,3.6127349607981754,0.2323880966220701
47,petit,1,1,30,4,0.04,0.6900000000000001,18,921.2262368681654,51.179235381564745,0,3.4245082670643834,0.2323880966220701
47,petit,1,1,30,5,0.08,0.73,24,1240.4698698779516,51.68624457824799,0,3.72204813248303,0.2323880966220701
47,petit,1,1,30,6,0.08,0.73,25,1337.340834040098,53.49363336160391,0,3.7972410874397937,0.2323880966220701
47,petit,1,1,30,7,0.08,0.73,21,1006.1242315840628,47.91067769447918,0,3.5126634520134092,0.2323880966220701
47,petit,1,1,30,8,0.04,0.6900000000000001,19,982.1312822917345,51.691120120617605,0,3.4885276064448947,0.2323880966220701
47,petit,1,1,30,9,0.0,0.65,23,1103.4771314729905,47.977266585782196,0,3.605024120188716,0.2323880966220701
47,petit,1,1,30,10,-0.04,0.61,17,898.1384542089369,52.83167377699629,0,3.399126855388992,0.2323880966220701
47,petit,1,1,30,11,0.04,0.6900000000000001,21,992.9906947042997,47.28527117639523,0,3.499523911447166,0.2323880966220701
47,petit,1,1,30,12,0.08,0.73,20,1104.3786818097467,55.21893409048734,0,3.605840795246426,0.2323880966220701
47,petit,1,1,30,13,-0.04,0.61,20,979.0438294464034,48.952191472320166,0,3.485379029474401,0.2323880966220701
47,petit,1,1,30,14,-0.04,0.61,18,755.6077544829499,41.9782085823861,0,3.226325016595108,0.2323880966220701
47,petit,1,1,30,15,0.0,0.65,23,1179.7579042483444,51.29382192384106,0,3.671867148856921,0.2323880966220701
47,petit,1,1,30,16,0.04,0.6900000000000001,21,948.01198631885,45.14342791994524,0,3.4531697643091896,0.2323880966220701
47,petit,1,1,30,17,0.08,0.73,20,1027.7264218338867,51.386321091694334,0,3.533906902314249,0.2323880966220701
47,petit,1,1,30,18,0.08,0.73,20,982.1382909605571,49.10691454802786,0,3.4885347426026994,0.2323880966220701
47,petit,1,1,30,19,0.08,0.73,24,1273.9349298419766,53.08062207674902,0,3.7486683776883014,0.2323880966220701
47,petit,1,1,30,20,0.04,0.6900000000000001,18,1006.7557902922925,55.930877238460695,0,3.5132909695227394,0.2323880966220701
47,petit,1,1,30,21,0.0,0.65,19,1014.4408417561486,53.39162325032361,0,3.520895463193899,0.2323880966220701
47,petit,1,1,30,22,-0.04,0.61,20,885.6824247457221,44.2841212372861,0,3.3851610676074224,0.2323880966220701
47,petit,1,1,30,23,0.04,0.6900000000000001,22,1137.0008398996722,51.68185635907601,0,3.6349518507861482,0.2323880966220701
47,petit,1,1,30,24,0.08,0.73,24,1121.5185930564492,46.72994137735205,0,3.621241550900271,0.2323880966220701
48,moyen,1,1,150,1,-0.04,0.71,111,6193.161286810089,55.79424582711792,1,3.7205656499081536,8.230236170285492
48,moyen,1,1,150,2,-0.04,0.71,112,6164.985777773557,55.04451587297819,1,3.7160058145690424,8.230236170285492
48,moyen,1,1,150,3,0.0,0.75,108,5969.057135452622,55.26904755048724,1,3.683708966057513,8.230236170285492
48,moyen,1,1,150,4,0.04,0.79,118,6377.0065153306505,54.04242809602246,1,3.749818773910614,8.230236170285492
48,moyen,1,1,150,5,0.08,0.83,113,6083.597725036826,53.83714800917545,1,3.7027162369517312,8.230236170285492
48,moyen,1,1,150,6,0.08,0.83,123,6762.390435639577,54.97878402959006,1,3.8084964271733797,8.230236170285492
48,moyen,1,1,150,7,0.08,0.83,127,6808.684509151485,53.611689048436894,1,3.8153189159251486,8.230236170285492
48,moyen,1,1,150,8,0.04,0.79,125,6742.638404736675,53.9411072378934,1,3.8055712879203973,8.230236170285492
48,moyen,1,1,150,9,0.0,0.75,108,5701.705771702066,52.79357196020432,1,3.637885373150929,8.230236170285492
48,moyen,1,1,150,10,-0.04,0.71,113,6345.087199878821,56.15121415821965,1,3.7448008290435055,8.230236170285492
48,moyen,1,1,150,11,0.04,0.79,123,7136.112195751041,58.017172323179196,1,3.862288102538737,8.230236170285492
48,moyen,1,1,150,12,0.08,0.83,122,6637.821977038181,54.408376860968694,1,3.7899038790590724,8.230236170285492
48,moyen,1,1,150,13,-0.04,0.71,110,5793.6237766991535,52.669307060901396,1,3.6538779488660955,8.230236170285492
48,moyen,1,1,150,14,-0.04,0.71,105,5655.140111641177,53.858477253725496,1,3.629684870741403,8.230236170285492
48,moyen,1,1,150,15,0.0,0.75,112,6411.637564944377,57.24676397271765,1,3.755234693541604,8.230236170285492
48,moyen,1,1,150,16,0.04,0.79,121,6781.770064085519,56.04768648004561,1,3.811358124164022,8.230236170285492
48,moyen,1,1,150,17,0.08,0.83,133,7503.341231443057,56.416099484534264,1,3.912468403749327,8.230236170285492
48,moyen,1,1,150,18,0.08,0.83,128,6927.811085797919,54.12352410779624,1,3.8326638875579953,8.230236170285492
48,moyen,1,1,150,19,0.08,0.83,127,7085.51765660167,55.79147761103677,1,3.855172919100032,8.230236170285492
48,moyen,1,1,150,20,0.04,0.79,111,6178.194517209536,55.65941006495077,1,3.7181460643527093,8.230236170285492
48,moyen,1,1,150,21,0.0,0.75,115,6372.331612525998,55.411579239356506,1,3.7490854177210946,8.230236170285492
48,moyen,1,1,150,22,-0.04,0.71,96,5422.476744428214,56.48413275446057,1,3.5876726598778665,8.230236170285492
48,moyen,1,1,150,23,0.04,0.79,117,6431.799914142873,54.97264883882797,1,3.7583744084028896,8.230236170285492
48,moyen,1,1,150,24,0.08,0.83,122,6929.9396577697,56.802784080079505,1,3.832971090657244,8.230236170285492
49,petit,0,1,30,1,-0.04,0.41000000000000003,15,755.7756354049693,50.38504236033129,0,3.226547171905049,-1.4625492595762128
49,petit,0,1,30,2,-0.04,0.41000000000000003,12,578.3600200594324,48.19666833828603,0,2.958999165181068,-1.4625492595762128
49,petit,0,1,30,3,0.0,0.45,14,729.8809841172905,52.13435600837789,0,3.1916841037327903,-1.4625492595762128
49,petit,0,1,30,4,0.04,0.49,12,592.6337868053199,49.386148900443324,0,2.983379266373339,-1.4625492595762128
49,petit,0,1,30,5,0.08,0.53,17,841.6069361507259,49.50629036180741,0,3.3341157019112893,-1.4625492595762128
49,petit,0,1,30,6,0.08,0.53,18,941.104536176537,52.28358534314094,0,3.4458568422701723,-1.4625492595762128
49,petit,0,1,30,7,0.08,0.53,15,703.5803838949515,46.9053589263301,0,3.1549847511863267,-1.4625492595762128
49,petit,0,1,30,8,0.04,0.49,16,794.7803209788939,49.67377006118087,0,3.2768683689944527,-1.4625492595762128
49,petit,0,1,30,9,0.0,0.45,10,496.787572525268,49.6787572525268,0,2.8069651335984753,-1.4625492595762128
49,petit,0,1,30,10,-0.04,0.41000000000000003,12,651.5918180882131,54.29931817401776,0,3.078220938338976,-1.4625492595762128
49,petit,0,1,30,11,0.04,0.49,20,958.727902732233,47.93639513661165,0,3.4644099227560305,-1.4625492595762128
49,petit,0,1,30,12,0.08,0.53,19,892.1287121279327,46.9541427435754,0,3.3924130366157197,-1.4625492595762128
49,petit,0,1,30,13,-0.04,0.41000000000000003,11,598.8821214739169,54.443829224901535,0,2.993867404890035,-1.4625492595762128
49,petit,0,1,30,14,-0.04,0.41000000000000003,11,600.577412243072,54.597946567552,0,2.9966941645269576,-1.4625492595762128
49,petit,0,1,30,15,0.0,0.45,12,711.9722248965628,59.331018741380234,0,3.166841519012174,-1.4625492595762128
49,petit,0,1,30,16,0.04,0.49,13,651.0440281661408,50.08030985893391,0,3.077379889851115,-1.4625492595762128
49,petit,0,1,30,17,0.08,0.53,19,1044.412786874182,54.96909404600958,0,3.550012698360737,-1.4625492595762128
49,petit,0,1,30,18,0.08,0.53,9,408.7550655052487,45.41722950058319,0,2.6119187331459104,-1.4625492595762128
49,petit,0,1,30,19,0.08,0.53,16,835.0016403119478,52.187602519496735,0,3.3262363076322172,-1.4625492595762128
49,petit,0,1,30,20,0.04,0.49,15,797.7211531836269,53.18141021224179,0,3.2805617226213126,-1.4625492595762128
49,petit,0,1,30,21,0.0,0.45,14,754.5355627299035,53.89539733785025,0,3.2249050296031636,-1.4625492595762128
49,petit,0,1,30,22,-0.04,0.41000000000000003,11,573.8448581373676,52.16771437612433,0,2.951161696134002,-1.4625492595762128
49,petit,0,1,30,23,0.04,0.49,9,422.7220389835199,46.96911544261332,0,2.645517463145032,-1.4625492595762128
49,petit,0,1,30,24,0.08,0.53,20,960.2044106141268,48.01022053070634,0,3.465948807856885,-1.4625492595762128
50,petit,1,0,30,1,-0.04,0.41000000000000003,10,532.4076960378392,53.24076960378392,0,2.8762121601221655,0.0036309825872338744
50,petit,1,0,30,2,-0.04,0.41000000000000003,10,500.048485736178,50.0048485736178,0,2.813507683530963,0.0036309825872338744
50,petit,1,0,30,3,0.0,0.45,15,847.3398981611006,56.48932654407337,0,3.3409045290222066,0.0036309825872338744
50,petit,1,0,30,4,0.04,0.49,14,669.6123785048696,47.82945560749069,0,3.105501623759308,0.0036309825872338744
50,petit,1,0,30,5,0.08,0.53,13,705.0064958958748,54.23126891506729,0,3.157009635144366,0.0036309825872338744
50,petit,1,0,30,6,0.08,0.53,21,1129.31892486905,53.777091660430955,0,3.628172626979875,0.0036309825872338744
50,petit,1,0,30,7,0.08,0.53,15,751.4167378535801,50.09444919023868,0,3.220763026786684,0.0036309825872338744
50,petit,1,0,30,8,0.04,0.49,12,612.4838369982681,51.040319749855676,0,3.016325171834286,0.0036309825872338744
50,petit,1,0,30,9,0.0,0.45,15,744.7789314777175,49.65192876518117,0,3.211890056410965,0.0036309825872338744
50,petit,1,0,30,10,-0.04,0.41000000000000003,14,668.7128033302142,47.76520023787244,0,3.1041572938126807,0.0036309825872338744
50,petit,1,0,30,11,0.04,0.49,8,361.6752818821918,45.20941023527398,0,2.489549416233002,0.0036309825872338744
50,petit,1,0,30,12,0.08,0.53,15,791.643837156194,52.776255810412934,0,3.272914208446288,0.0036309825872338744
50,petit,1,0,30,13,-0.04,0.41000000000000003,13,642.71067208717,49.439282468243846,0,3.064497275660729,0.0036309825872338744
50,petit,1,0,30,14,-0.04,0.41000000000000003,11,644.4222015287542,58.58383650261401,0,3.0671567220713096,0.0036309825872338744
50,petit,1,0,30,15,0.0,0.45,16,749.7587129959212,46.859919562245075,0,3.2185540571010662,0.0036309825872338744
50,petit,1,0,30,16,0.04,0.49,14,742.5894695657437,53.04210496898169,0,3.2089459794870723,0.0036309825872338744
50,petit,1,0,30,17,0.08,0.53,19,930.1263120432965,48.954016423331396,0,3.4341230146639203,0.0036309825872338744
50,petit,1,0,30,18,0.08,0.53,13,637.6710193925775,49.051616876352114,0,3.0566251251074603,0.0036309825872338744
50,petit,1,0,30,19,0.08,0.53,14,770.1792365850573,55.012802613218376,0,3.245425880883516,0.0036309825872338744
50,petit,1,0,30,20,0.04,0.49,17,888.9108205420837,52.288871796593156,0,3.388799534469066,0.0036309825872338744
50,petit,1,0,30,21,0.0,0.45,11,557.5816841955481,50.6892440177771,0,2.922411629675706,0.0036309825872338744
50,petit,1,0,30,22,-0.04,0.41000000000000003,12,635.9359923119537,52.99466602599614,0,3.0539005355943787,0.0036309825872338744
50,petit,1,0,30,23,0.04,0.49,18,949.7644713728939,52.76469285404966,0,3.4550166473233417,0.0036309825872338744
50,petit,1,0,30,24,0.08,0.53,19,871.6286769417537,45.875193523250196,0,3.369166122360589,0.0036309825872338744
51,petit,1,1,30,1,-0.04,0.61,16,735.5459876048383,45.97162422530239,0,3.199415682060093,0.32762137077531756
51,petit,1,1,30,2,-0.04,0.61,16,818.3097924797229,51.14436202998268,0,3.3060436026573603,0.32762137077531756
51,petit,1,1,30,3,0.0,0.65,22,1049.763267635322,47.716512165241916,0,3.5551225766746923,0.32762137077531756
51,petit,1,1,30,4,0.04,0.6900000000000001,21,1025.7552395483792,48.84548759754187,0,3.531987057664037,0.32762137077531756
51,petit,1,1,30,5,0.08,0.73,20,1056.7229738477242,52.83614869238621,0,3.561730482674381,0.32762137077531756
51,petit,1,1,30,6,0.08,0.73,20,1002.4258380561271,50.121291902806355,0,3.508980797780766,0.32762137077531756
51,petit,1,1,30,7,0.08,0.73,22,1067.446171743138,48.520280533778994,0,3.5718269375726694,0.32762137077531756
51,petit,1,1,30,8,0.04,0.6900000000000001,25,1059.529309793703,42.38117239174812,0,3.5643826594613004,0.32762137077531756
51,petit,1,1,30,9,0.0,0.65,22,1136.819181032028,51.67359913781945,0,3.634792067807409,0.32762137077531756
51,petit,1,1,30,10,-0.04,0.61,14,725.4944854001047,51.82103467143605,0,3.185656089530655,0.32762137077531756
51,petit,1,1,30,11,0.04,0.6900000000000001,20,1101.8982065242858,55.09491032621429,0,3.6035922322091296,0.32762137077531756
51,petit,1,1,30,12,0.08,0.73,19,973.6501114560131,51.24474270821121,0,3.479854628957785,0.32762137077531756
51,petit,1,1,30,13,-0.04,0.61,20,805.4284192349776,40.27142096174888,0,3.290176951996806,0.32762137077531756
51,petit,1,1,30,14,-0.04,0.61,20,1069.7741239595905,53.488706197979525,0,3.574005424406058,0.32762137077531756
51,petit,1,1,30,15,0.0,0.65,21,1067.159913103042,50.81713871919248,0,3.5715587301091527,0.32762137077531756
51,petit,1,1,30,16,0.04,0.6900000000000001,19,986.25905318142,51.908371220074734,0,3.4927216698539425,0.32762137077531756
51,petit,1,1,30,17,0.08,0.73,24,1242.947070132382,51.78946125551591,0,3.7240431265866176,0.32762137077531756
51,petit,1,1,30,18,0.08,0.73,22,1104.5907880159696,50.20867218254407,0,3.606032836114145,0.32762137077531756
51,petit,1,1,30,19,0.08,0.73,20,1005.7782805838793,50.28891402919397,0,3.5123195476726163,0.32762137077531756
51,petit,1,1,30,20,0.04,0.6900000000000001,22,1092.6673019609398,49.66669554367908,0,3.5951796703896983,0.32762137077531756
51,petit,1,1,30,21,0.0,0.65,20,940.0734709173237,47.003673545866185,0,3.444760651097862,0.32762137077531756
51,petit,1,1,30,22,-0.04,0.61,15,783.5102159653635,52.2340143976909,0,3.262586718932595,0.32762137077531756
51,petit,1,1,30,23,0.04,0.6900000000000001,19,951.4321935579545,50.07537860831339,0,3.4567710398526144,0.32762137077531756
51,petit,1,1,30,24,0.08,0.73,25,1273.8020346926917,50.952081387707665,0,3.748564053614619,0.32762137077531756
52,moyen,0,0,150,1,-0.04,0.31,40,2055.080762839581,51.377019070989526,1,2.617435132713693,2.856321011668535
52,moyen,0,0,150,2,-0.04,0.31,36,2032.484333275572,56.45789814654367,1,2.6063788391905027,2.856321011668535
52,moyen,0,0,150,3,0.0,0.35,51,2831.205411188824,55.51383159193773,1,2.9378225462035954,2.856321011668535
52,moyen,0,0,150,4,0.04,0.39,67,3558.13019493093,53.106420819864624,1,3.1663551656272566,2.856321011668535
52,moyen,0,0,150,5,0.08,0.43000000000000005,53,2872.7601908788993,54.20302246941319,1,2.9523932914649746,2.856321011668535
52,moyen,0,0,150,6,0.08,0.43000000000000005,69,3591.7123516918828,52.05380219843308,1,3.1757490518552864,2.856321011668535
52,moyen,0,0,150,7,0.08,0.43000000000000005,64,3565.621041193781,55.71282876865283,1,3.1684582286836385,2.856321011668535
52,moyen,0,0,150,8,0.04,0.39,46,2568.2453467181504,55.83142058082935,1,2.8403429061492207,2.856321011668535
52,moyen,0,0,150,9,0.0,0.35,53,2821.912927429061,53.24364014017096,1,2.9345349829251943,2.856321011668535
52,moyen,0,0,150,10,-0.04,0.31,46,2519.8700910194893,54.779784587380206,1,2.821327333897663,2.856321011668535
52,moyen,0,0,150,11,0.04,0.39,67,3766.439797516897,56.21551936592384,1,3.223250189374396,2.856321011668535
52,moyen,0,0,150,12,0.08,0.43000000000000005,67,3734.668091632624,55.741314800486926,1,3.2147789351666027,2.856321011668535
52,moyen,0,0,150,13,-0.04,0.31,41,2213.4988550872854,53.98777695334842,1,2.691694440834914,2.856321011668535
52,moyen,0,0,150,14,-0.04,0.31,53,2959.6610294224997,55.842660932499996,1,2.982194729577275,2.856321011668535
52,moyen,0,0,150,15,0.0,0.35,55,3156.181220387649,57.38511309795725,1,3.046482807129626,2.856321011668535
52,moyen,0,0,150,16,0.04,0.39,57,3002.3410177253863,52.67264943377871,1,2.996512308489418,2.856321011668535
52,moyen,0,0,150,17,0.08,0.43000000000000005,67,3784.7906128494387,56.48941213208118,1,3.2281105499939327,2.856321011668535
52,moyen,0,0,150,18,0.08,0.43000000000000005,63,3493.307428803782,55.4493242667267,1,3.1479689596644085,2.856321011668535
52,moyen,0,0,150,19,0.08,0.43000000000000005,57,3136.0722736628913,55.018811818647215,1,3.0400911335571035,2.856321011668535
52,moyen,0,0,150,20,0.04,0.39,61,3434.150850937448,56.29755493340079,1,3.1308896750327455,2.856321011668535
52,moyen,0,0,150,21,0.0,0.35,59,3371.1286752298033,57.137774156437345,1,3.1123675916432987,2.856321011668535
52,moyen,0,0,150,22,-0.04,0.31,48,2576.1646778876134,53.67009745599194,1,2.8434217188360997,2.856321011668535
52,moyen,0,0,150,23,0.04,0.39,67,3789.6057999835643,56.56128059676962,1,3.229381988012317,2.856321011668535
52,moyen,0,0,150,24,0.08,0.43000000000000005,59,3291.154235543395,55.78227517870161,1,3.0883583196083473,2.856321011668535
53,moyen,0,1,150,1,-0.04,0.41000000000000003,55,2680.6110214973623,48.73838220904295,0,2.8831647465182013,2.1361478819715054
53,moyen,0,1,150,2,-0.04,0.41000000000000003,61,3162.39523523043,51.842544839843114,0,3.048449711190938,2.1361478819715054
53,moyen,0,1,150,3,0.0,0.45,79,4055.0304599779142,51.32949949339132,0,3.2970781841335315,2.1361478819715054
53,moyen,0,1,150,4,0.04,0.49,83,4009.6953192798724,48.30958215999846,0,3.285835243088257,2.1361478819715054
53,moyen,0,1,150,5,0.08,0.53,79,4029.7079889565143,51.0089618855255,0,3.2908138989031683,2.1361478819715054
53,moyen,0,1,150,6,0.08,0.53,76,3916.993987232485,51.539394568848486,0,3.2624445045243546,2.1361478819715054
53,moyen,0,1,150,7,0.08,0.53,79,3941.566149438006,49.89324239794944,0,3.268698129070947,2.1361478819715054
53,moyen,0,1,150,8,0.04,0.49,73,3494.776544552462,47.873651295239206,0,3.148389422777309,2.1361478819715054
53,moyen,0,1,150,9,0.0,0.45,58,2758.1418847491896,47.554170426710165,0,2.911677207730414,2.1361478819715054
53,moyen,0,1,150,10,-0.04,0.41000000000000003,74,3658.52701443852,49.43955424916919,0,3.194180596220936,2.1361478819715054
53,moyen,0,1,150,11,0.04,0.49,69,3394.8811213035383,49.20117567106577,0,3.1193887294671363,2.1361478819715054
53,moyen,0,1,150,12,0.08,0.53,81,4059.0574828884055,50.111820776400066,0,3.2980707844773987,2.1361478819715054
53,moyen,0,1,150,13,-0.04,0.41000000000000003,57,2955.585192348428,51.85237179558646,0,2.9808166507733507,2.1361478819715054
53,moyen,0,1,150,14,-0.04,0.41000000000000003,75,3623.5497238215744,48.31399631762099,0,3.184574116953538,2.1361478819715054
53,moyen,0,1,150,15,0.0,0.45,61,2988.477863195682,48.99144038025708,0,2.991884166811083,2.1361478819715054
53,moyen,0,1,150,16,0.04,0.49,78,3929.6534193802154,50.380172043336096,0,3.2656712184253496,2.1361478819715054
53,moyen,0,1,150,17,0.08,0.53,81,4046.6860976784496,49.95908762565987,0,3.295018283570326,2.1361478819715054
53,moyen,0,1,150,18,0.08,0.53,84,4506.156526772619,53.64472055681689,0,3.4025645637033053,2.1361478819715054
53,moyen,0,1,150,19,0.08,0.53,79,4167.409932560531,52.75202446279153,0,3.324414708432054,2.1361478819715054
53,moyen,0,1,150,20,0.04,0.49,67,3395.399621441467,50.67760629017115,0,3.1195414477886847,2.1361478819715054
53,moyen,0,1,150,21,0.0,0.45,65,3363.730422234657,51.74969880361011,0,3.110170587707828,2.1361478819715054
53,moyen,0,1,150,22,-0.04,0.41000000000000003,66,3237.561435864699,49.05396114946514,0,3.0719403880603537,2.1361478819715054
53,moyen,0,1,150,23,0.04,0.49,78,3880.5031005447663,49.750039750573926,0,3.2530847952041295,2.1361478819715054
53,moyen,0,1,150,24,0.08,0.53,86,4207.846148951286,48.92844359245681,0,3.3340708980918934,2.1361478819715054
54,moyen,1,1,150,1,-0.04,0.71,103,5602.792619504226,54.396044849555594,1,3.620385140380738,6.820963596092364
54,moyen,1,1,150,2,-0.04,0.71,106,5605.268738832137,52.879893762567335,1,3.6208269865286185,6.820963596092364
54,moyen,1,1,150,3,0.0,0.75,118,6819.238025996936,57.7901527626859,1,3.8168677241059825,6.820963596092364
54,moyen,1,1,150,4,0.04,0.79,118,6489.82822757482,54.99854430148152,1,3.767356048005826,6.820963596092364
54,moyen,1,1,150,5,0.08,0.83,126,7083.093600176473,56.21502857282915,1,3.8548307463344846,6.820963596092364
54,moyen,1,1,150,6,0.08,0.83,123,6940.217354872179,56.424531340424224,1,3.8344530780600072,6.820963596092364
54,moyen,1,1,150,7,0.08,0.83,128,7004.7808223434,54.724850174557815,1,3.843712875440652,6.820963596092364
54,moyen,1,1,150,8,0.04,0.79,116,6327.500509579575,54.54741818603082,1,3.7420252788571293,6.820963596092364
54,moyen,1,1,150,9,0.0,0.75,107,6130.2701602574025,57.29224448838694,1,3.710358805682998,6.820963596092364
54,moyen,1,1,150,10,-0.04,0.71,110,5949.910634465131,54.09009667695574,1,3.680496184913002,6.820963596092364
54,moyen,1,1,150,11,0.04,0.79,118,6445.475287889112,54.62267193126366,1,3.760498363769642,6.820963596092364
54,moyen,1,1,150,12,0.08,0.83,119,6707.192560705462,56.36296269500388,1,3.800300451999197,6.820963596092364
54,moyen,1,1,150,13,-0.04,0.71,110,6210.721056364682,56.461100512406205,1,3.723396986226796,6.820963596092364
54,moyen,1,1,150,14,-0.04,0.71,113,6052.897334843561,53.56546314020851,1,3.697657040614678,6.820963596092364
54,moyen,1,1,150,15,0.0,0.75,114,6469.390368871422,56.749038323433524,1,3.764201864673588,6.820963596092364
54,moyen,1,1,150,16,0.04,0.79,115,6391.361771751876,55.57705888479892,1,3.7520673403909774,6.820963596092364
54,moyen,1,1,150,17,0.08,0.83,114,6432.319639142414,56.42385648370539,1,3.758455210668085,6.820963596092364
